SENDER,PRICE DATE,PROFIL MI,CODE BASE SEC,SEC DSC,IBPA PRICE,MI PRICE,UPPER PRICE,LOWER PRICE,REASON
IBPA,20180813,IIM02,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057,110.358829,110.781000,110.781018,109.936641,
IBPA,20180813,IIM02,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058,100.673243,101.095400,101.095431,100.251054,
IBPA,20180813,IIM02,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059,93.926764,94.226700,94.226764,93.626764,
IBPA,20180813,IIM02,FR0061,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0061,98.693118,98.953100,98.953118,98.433118,
IBPA,20180813,IIM02,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062,78.639003,79.061100,79.061191,78.216814,
IBPA,20180813,IIM02,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063,91.870006,92.130000,92.130006,91.610006,
IBPA,20180813,IIM02,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064,88.050000,88.350000,88.350000,87.750000,
IBPA,20180813,IIM02,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065,86.126167,86.548300,86.548355,85.703978,
IBPA,20180813,IIM02,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068,101.446429,101.868600,101.868617,101.024240,
IBPA,20180813,IIM02,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070,102.336975,102.596900,102.596975,102.076975,
IBPA,20180813,IIM02,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071,107.601333,108.023500,108.023522,107.179145,
IBPA,20180813,IIM02,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072,99.610320,100.032500,100.032509,99.188131,
IBPA,20180813,IIM02,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073,104.990408,105.412500,105.412597,104.568219,
IBPA,20180813,IIM02,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074,94.440441,94.862600,94.862630,94.018253,
IBPA,20180813,IIM02,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075,93.385252,93.807400,93.807441,92.963063,
IBPA,20180813,IIM02,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076,87.463196,87.463100,87.885384,87.041007,
IBPA,20180813,IIM02,GNSMII01ACN1,GREEN BOND BKLJT I SMI THP I TH18 SR A,99.791468,99.840000,101.091468,98.491468,
IBPA,20180813,IIM02,HKRO03A2ZC,MTN I HK REALTINDO TAHUN 2017 TAHAP II SERI A,,81.409300,,,
IBPA,20180813,IIM02,HKRO03B2MF,MTN I HK REALTINDO TAHUN 2017 TAHAP II SERI B,,98.490000,,,
IBPA,20180813,IIM02,IIFF01A,OBL I INDONESIA INFRASTRUCTURE FIN. TH 2016 SERI A,100.608219,100.608200,101.608219,99.608219,
IBPA,20180813,IIM02,IIFF01C,OBL I INDONESIA INFRASTRUCTURE FIN. TH 2016 SERI C,99.155801,99.155800,100.755801,97.555801,
IBPA,20180813,IIM02,IKMS01BXMS,MTN SYARIAH MUDHARABAH IMS TAHUN 2017 SERI B,,95.583800,,,
IBPA,20180813,IIM02,IMFI02BCN3,OBL BKLJT II INDOMOBIL FINANCE THP III TH2016 SR B,101.224093,101.148600,102.424093,100.024093,
IBPA,20180813,IIM02,IMFI02CCN4,OBL BKLJT II INDOMOBIL FINANCE THP IV TH 2017 SR C,96.482549,97.995000,98.482549,94.482549,
IBPA,20180813,IIM02,IMFI03ACN2,OBL BKLJT III INDOMOBIL FINANCE THP II TH2018 SR A,99.183589,99.960000,100.383589,97.983589,
IBPA,20180813,IIM02,IMFI03ACN3,OBL BKLJ III INDOMOBIL FINANCE THP III TH2018 SR A,100.094105,100.697700,101.294105,98.894105,
IBPA,20180813,IIM02,IMFI03CCN1,OBL BKLJT III INDOMOBIL FINANCE THP I TH 2017 SR C,95.119755,96.381000,97.119755,93.119755,
IBPA,20180813,IIM02,IMPC01A,OBLIGASI I IMPACK PRATAMA INDUSTRI THN 2016 SERI A,100.533230,100.543200,102.133230,98.933230,
IBPA,20180813,IIM02,INDF08,OBLIGASI INDOFOOD SUKSES MAKMUR VIII TAHUN 2017,98.298359,99.184000,99.898359,96.698359,
IBPA,20180813,IIM02,INKA01XXMF,MTN I INKA TAHUN 2017,,99.241100,,,
IBPA,20180813,IIM02,INKP03XXMF,MTN INDAH KIAT PULP & PAPER III TAHUN 2018,,100.000000,,,
IBPA,20180813,IIM02,INKP07XXMF,MTN INDAH KIAT PULP & PAPER VII TAHUN 2018,,100.020000,,,
IBPA,20180813,IIM02,ISAT01BCN1,OBL BKLJT I INDOSAT TAHAP I TAHUN 2014 SERI B,103.053612,103.053600,104.353612,101.753612,
IBPA,20180813,IIM02,ISAT01CCN1,OBL BKLJT I INDOSAT TAHAP I TAHUN 2014 SERI C,104.373351,104.373300,105.973351,102.773351,
IBPA,20180813,IIM02,ISAT01CCN4,OBL BKLJT I INDOSAT TAHAP IV TAHUN 2016 SERI C,99.439541,99.638300,101.039541,97.839541,
IBPA,20180813,IIM02,ISAT01ECN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI E,104.859869,104.859800,106.459869,103.259869,
IBPA,20180813,IIM02,ISAT02ACN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI A,99.865802,99.900500,100.865802,98.865802,
IBPA,20180813,IIM02,ISAT02ACN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI A,100.101760,100.755100,101.101760,99.101760,
IBPA,20180813,IIM02,ISAT02CCN1,OBL BKLJT II INDOSAT TAHAP I TAHUN 2017 SERI C,98.481645,98.481600,100.081645,96.881645,
IBPA,20180813,IIM02,ISAT02DCN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI D,94.016017,94.826300,95.616017,92.416017,
IBPA,20180813,IIM02,ISAT08A,OBLIGASI INDOSAT VIII TAHUN 2012 SERI A,101.456456,101.056500,102.456456,100.456456,
IBPA,20180813,IIM02,ISAT08B,OBLIGASI INDOSAT VIII TAHUN 2012 SERI B,99.503828,100.002500,101.103828,97.903828,
IBPA,20180813,IIM02,JMPD14JM10,OBLIGASI JASA MARGA XIV SERI JM-10 TAHUN 2010,100.801829,100.850300,102.101829,99.501829,
IBPA,20180813,IIM02,JPFA02CN2,OBLIGASI BKLJT II JAPFA TAHAP II TAHUN 2017,99.479166,100.120000,101.079166,97.879166,
IBPA,20180813,IIM02,JSMR01CCN1S,OBL BKLJT I JASA MARGA THP I TH 2013 SERI S-SERI C,100.273566,100.301200,101.273566,99.273566,
IBPA,20180813,IIM02,KAII01B,OBLIGASI I KERETA API INDONESIA TAHUN 2017 SERI B,94.716023,95.230300,96.316023,93.116023,
IBPA,20180813,IIM02,LTLS02BCN2,OBLIGASI BKLJT II LAUTAN LUAS THP II TH2017 SERI B,96.933550,98.290000,98.933550,94.933550,
IBPA,20180813,IIM02,LTLS02CN1,OBLIGASI BKLJT II LAUTAN LUAS TAHAP I TAHUN 2017,99.064110,100.079000,101.064110,97.064110,
IBPA,20180813,IIM02,MAPI01BCN2,OBL BKLJT I MITRA ADIPERKASA THP II TH 2014 SERI B,102.012159,101.795600,103.012159,101.012159,
IBPA,20180813,IIM02,MAYA01SBCN1,OBL SUBORDINASI BKLJT I BANK MAYAPADA THP I TH2017,89.252112,91.524000,91.919313,86.584912,
IBPA,20180813,IIM02,MAYA03SB,OBLIGASI SUBORDINASI BANK MAYAPADA III TAHUN 2013,99.653377,100.523900,101.653377,97.653377,
IBPA,20180813,IIM02,MAYA04SB,OBLIGASI SUBORDINASI BANK MAYAPADA IV TAHUN 2014,100.468507,101.934500,103.135708,97.801307,
IBPA,20180813,IIM02,MDLN01BCN1,OBL BKLJT I MODERNLAND REALTY THP I TH 2015 SERI B,104.276756,105.067100,105.876756,102.676756,
IBPA,20180813,IIM02,MEDC02ACN1,OBL BKLJT II MEDCO ENERGI INTL TAHAP I TH 16 SR A,101.740265,102.414300,102.940265,100.540265,
IBPA,20180813,IIM02,MEDC02ACN3,OBL BKLJT II MEDCO ENERGI INTL THP III TH 16 SR A,101.895362,102.548100,103.495362,100.295362,
IBPA,20180813,IIM02,MEDC02ACN4,OBL BKLJT II MEDCO ENERGI INTL THP IV TH 17 SR A,101.878235,102.800000,103.478235,100.278235,
IBPA,20180813,IIM02,MEDC02BCN1,OBL BKLJT II MEDCO ENERGI INTL TAHAP I TH 16 SR B,103.759209,103.100000,105.359209,102.159209,
IBPA,20180813,IIM02,MEDC02BCN2,OBL BKLJT II MEDCO ENERGI INTL TAHAP II TH 16 SR B,102.582546,103.250000,104.582546,100.582546,
IBPA,20180813,IIM02,MEDC02BCN5,OBL BKLJT II MEDCO ENERGI INTL THP V TH 17 SR B,101.983052,102.100000,103.583052,100.383052,
IBPA,20180813,IIM02,MEDC02BCN6,OBL BKLJT II MEDCO ENERGI INTL THP VI TH 17 SR B,100.564651,101.907600,102.564651,98.564651,
IBPA,20180813,IIM02,MEDC03ACN1,OBL BKLJT III MEDCO ENERGI INTL THP I TH 18 SR A,97.160801,97.730000,98.760801,95.560801,
IBPA,20180813,IIM02,MEDC03BCN1,OBL BKLJT III MEDCO ENERGI INTL THP I TH 18 SR B,94.359340,95.400200,96.359340,92.359340,
IBPA,20180813,IIM02,MEDP01A,OBLIGASI MEDCO POWER INDONESIA I TAHUN 2018 SERI A,100.684468,100.000000,102.284468,99.084468,
IBPA,20180813,IIM02,MGIA01,EBA MANDIRI GIAA01 - SURAT BERHARGA HAK ATAS PENDAPATAN PENJUALAN TIKET KELAS A,99.984945,100.000000,101.584945,98.384945,
IBPA,20180813,IIM02,MORA01A,OBLIGASI I MORATELINDO TAHUN 2017 SERI A,99.446627,100.370000,101.046627,97.846627,
IBPA,20180813,IIM02,MYOR04,OBLIGASI IV MAYORA INDAH TAHUN 2012,100.968571,101.353700,101.968571,99.968571,
IBPA,20180813,IIM02,NISP02ACN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI A,99.769999,100.018500,100.769999,98.769999,
IBPA,20180813,IIM02,PBS005,SBSN SERI PBS005,79.654934,79.232800,80.077122,79.232745,
IBPA,20180813,IIM02,PBS012,SBSN Seri PBS012,102.789188,103.211300,103.211377,102.367000,
IBPA,20180813,IIM02,PBS015,SBSN Seri PBS015,91.524943,91.947100,91.947132,91.102754,
IBPA,20180813,IIM02,PGRI01BXMF,MTN I PT PG RAJAWALI 1 TAHUN 2018 SERI B,,97.753700,,,
IBPA,20180813,IIM02,PIGN01B,OBLIGASI I PELINDO 1 GERBANG NUSANTARA TH 16 SR B,99.287644,100.230000,100.587644,97.987644,
IBPA,20180813,IIM02,PIGN01C,OBLIGASI I PELINDO 1 GERBANG NUSANTARA TH 16 SR C,97.361164,98.810800,98.961164,95.761164,
IBPA,20180813,IIM02,PIGN01D,OBLIGASI I PELINDO 1 GERBANG NUSANTARA TH 16 SR D,96.275648,96.630400,97.875648,94.675648,
IBPA,20180813,IIM02,PIHC01ACN1,OBL BKLJT I PUPUK INDONESIA THP I TH 2017 SERI A,99.360890,99.360800,100.660890,98.060890,
IBPA,20180813,IIM02,PIHC01B,OBLIGASI I PUPUK INDONESIA TAHUN 2014 SERI B,102.141004,102.619800,103.141004,101.141004,
IBPA,20180813,IIM02,PIHC01BCN1,OBL BKLJT I PUPUK INDONESIA THP I TH 2017 SERI B,96.679257,96.679200,98.279257,95.079257,
IBPA,20180813,IIM02,PIKI01A,OBLIGASI I PELINDO IV TAHUN 2018 SERI A,100.074708,101.050000,101.674708,98.474708,
IBPA,20180813,IIM02,PIKI01B,OBLIGASI I PELINDO IV TAHUN 2018 SERI B,99.763782,100.691300,101.363782,98.163782,
IBPA,20180813,IIM02,PIND01AXMF,MTN PINDAD TAHUN 2017 SERI A,,96.570300,,,
IBPA,20180813,IIM02,PIND01CXMF,MTN PINDAD TAHUN 2017 SERI C,,96.306700,,,
IBPA,20180813,IIM02,PJAA01BCN2,OBL BKLJT I JAYA ANCOL TAHAP II TAHUN 2018 SERI B,95.659800,96.483900,96.959800,94.359800,
IBPA,20180813,IIM02,PNBN01SBCN1,OBL SUB BKLJT I BANK PANIN TAHAP I TAHUN 2012,101.522427,102.523200,102.822427,100.222427,
IBPA,20180813,IIM02,PNBN02CN2,OBLIGASI BKLJT II BANK PANIN TAHAP II TAHUN 2016,98.094506,98.094500,99.694506,96.494506,
IBPA,20180813,IIM02,PNMP01ACN2,OBL BERKELANJUTAN I PNM TAHAP II TAHUN 2016 SERI A,99.742809,100.400000,101.342809,98.142809,
IBPA,20180813,IIM02,PNMP01BCN2,OBL BERKELANJUTAN I PNM TAHAP II TAHUN 2016 SERI B,97.323162,98.231600,99.323162,95.323162,
IBPA,20180813,IIM02,PNMP02ACN1,OBL BERKELANJUTAN II PNM TAHAP I TAHUN 2017 SERI A,97.918614,98.169600,99.518614,96.318614,
IBPA,20180813,IIM02,PNMP02ACN2,OBL BERKELANJUTAN II PNM THP II TAHUN 2018 SERI A,100.064608,101.200000,101.664608,98.464608,
IBPA,20180813,IIM02,PNMP02BCN1,OBL BERKELANJUTAN II PNM TAHAP I TAHUN 2017 SERI B,95.572775,96.343100,97.572775,93.572775,
IBPA,20180813,IIM02,PNMP02BCN2,OBL BERKELANJUTAN II PNM THP II TAHUN 2018 SERI B,99.783846,101.670000,101.783846,97.783846,
IBPA,20180813,IIM02,PPGD01DCN2,OBL BERKL. I PERUM PEGADAIAN THP II TH 2012 SERI D,100.364535,100.546100,101.364535,99.364535,
IBPA,20180813,IIM02,PPGD13C,OBLIGASI XIII PERUM PEGADAIAN TAHUN 2009 SERI C,104.579180,104.887700,105.579180,103.579180,
IBPA,20180813,IIM02,PPLN08B,OBLIGASI PLN VIII TAHUN 2006 SERI B,112.525680,112.948500,113.825680,111.225680,
IBPA,20180813,IIM02,PPLN09B,OBLIGASI PLN IX TAHUN 2007 SERI B,105.294753,106.455800,106.894753,103.694753,
IBPA,20180813,IIM02,PPNX03XXMF,MTN PTPN X TAHUN 2018,,100.000000,,,
IBPA,20180813,IIM02,PPRO01ACN1,OBL BKLJT I PP PROPERTI TAHAP I TAHUN 2018 SERI A,100.081754,100.300000,102.081754,98.081754,
IBPA,20180813,IIM02,PPRO01B,OBLIGASI I PP PROPERTI TAHUN 2016 SERI B,94.838696,95.860000,96.838696,92.838696,
IBPA,20180813,IIM02,PPRO07AXMF,MTN VII PP PROPERTI Tbk SERI A,,98.621400,,,
IBPA,20180813,IIM02,PPRO07BXMF,MTN VII PP PROPERTI Tbk SERI B,,99.069400,,,
IBPA,20180813,IIM02,PPRO09XXMF,MTN IX PP PROPERTI Tbk,,99.142700,,,
IBPA,20180813,IIM02,PPRO10XXMF,MTN X PP PROPERTI Tbk,,99.012200,,,
IBPA,20180813,IIM02,PPRO12AXMF,MTN XII PP PROPERTI Tbk SERI A,,97.573800,,,
IBPA,20180813,IIM02,PPRO12BXMF,MTN XII PP PROPERTI Tbk SERI B,,97.352800,,,
IBPA,20180813,IIM02,PPRO12CXMF,MTN XII PP PROPERTI Tbk SERI C,,97.363800,,,
IBPA,20180813,IIM02,PTHK01BCN3,OBLIGASI BKLJT I HUTAMA KARYA TAHAP III TH 17 SR B,92.777156,92.777100,94.377156,91.177156,
IBPA,20180813,IIM02,PTHK01C,OBLIGASI I HUTAMA KARYA TAHUN 2013 SERI C,99.181545,99.517800,100.781545,97.581545,
IBPA,20180813,IIM02,PTHK01CN1,OBLIGASI BKLJT I HUTAMA KARYA TAHAP I TAHUN 2016,94.305582,94.305500,95.905582,92.705582,
IBPA,20180813,IIM02,PTHK01CN2,OBLIGASI BKLJT I HUTAMA KARYA TAHAP II TAHUN 2017,90.987453,92.004300,92.587453,89.387453,
IBPA,20180813,IIM02,PTPP01CN2,OBLIGASI BERKELANJUTAN I PP TAHAP II TAHUN 2015,100.556431,101.730000,102.156431,98.956431,
IBPA,20180813,IIM02,RNIP02XXMF,MTN II RNI TAHUN 2017,,97.690600,,,
IBPA,20180813,IIM02,ROTI01CN2,OBL BERKELANJUTAN I ROTI TAHAP II TAHUN 2015,101.929204,102.570000,103.229204,100.629204,
IBPA,20180813,IIM02,SANF02BCN1,OBL BKLJT II SAN FINANCE TAHAP I TAHUN 2016 SERI B,100.831194,101.097700,101.831194,99.831194,
IBPA,20180813,IIM02,SANF02BCN2,OBL BKLJT II SAN FINANCE THP II TAHUN 2017 SERI B,100.424170,100.337100,101.724170,99.124170,
IBPA,20180813,IIM02,SIAGII01ACN1,SUK IJRH BKLJ I ANEKA GAS INDUSTRI THP I TH17 SR A,99.927147,100.740000,101.527147,98.327147,
IBPA,20180813,IIM02,SIAGII01ACN2,SUK IJRH BKL I ANEKA GAS INDUSTRI THP II TH17 SR A,100.284235,100.500000,101.884235,98.684235,
IBPA,20180813,IIM02,SIAGII01BCN1,SUK IJRH BKLJ I ANEKA GAS INDUSTRI THP I TH17 SR B,98.429036,99.910000,100.429036,96.429036,
IBPA,20180813,IIM02,SIAISA01,SUKUK IJARAH TPS FOOD I TAHUN 2013,,79.650000,,,
IBPA,20180813,IIM02,SIAISA02,SUKUK IJARAH TPS FOOD II TAHUN 2016,,85.000000,,,
IBPA,20180813,IIM02,SIAPAI01B,SUKUK IJARAH I ANGKASA PURA I TAHUN 2016 SERI B,96.438364,96.438300,98.038364,94.838364,
IBPA,20180813,IIM02,SIBMTR01ACN1,SUK IJARAH BKLJT I GLOBAL MEDIACOM THP I TH17 SR A,103.061091,101.360000,105.061091,101.061091,
IBPA,20180813,IIM02,SIEXCL01BCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI B,101.047606,101.261600,102.047606,100.047606,
IBPA,20180813,IIM02,SIEXCL01BCN2,SUKUK IJARAH BKLJT I XL AXIATA THP II TH2017 SR B,100.354244,100.897200,101.654244,99.054244,
IBPA,20180813,IIM02,SIEXCL01CCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI C,104.079997,104.100000,105.379997,102.779997,
IBPA,20180813,IIM02,SIISAT01BCN4,SUKUK IJARAH BKLJT I INDOSAT THP IV TH 2016 SERI B,100.358092,101.200000,101.658092,99.058092,
IBPA,20180813,IIM02,SIISAT01ECN2,SUKUK IJARAH BKLJT I INDOSAT THP II TH 2015 SERI E,104.859869,103.259900,106.459869,103.259869,
IBPA,20180813,IIM02,SIISAT02ACN2,SUKUK IJARAH BKLJT II INDOSAT THP II TH2017 SERI A,99.865802,99.550000,100.865802,98.865802,
IBPA,20180813,IIM02,SIISAT02BCN1,SUKUK IJARAH BKLJT II INDOSAT THP I TH 2017 SERI B,98.481645,98.924400,100.081645,96.881645,
IBPA,20180813,IIM02,SIISAT05,SUKUK IJARAH INDOSAT V TAHUN 2012,100.978924,100.978900,101.978924,99.978924,
IBPA,20180813,IIM02,SIKPPLN03B,SUKUK IJARAH PLN IV TAHUN 2010 SERI B,106.074593,106.470000,107.374593,104.774593,
IBPA,20180813,IIM02,SIKPPLN04B,SUKUK IJARAH PLN V TAHUN 2010 SERI B,104.447866,105.420000,106.047866,102.847866,
IBPA,20180813,IIM02,SIPPLN01ACN2,SUKUK IJARAH BKLJT I PLN TAHAP II TH 2013 SERI A,100.714312,100.714300,101.714312,99.714312,
IBPA,20180813,IIM02,SIPPLN01BCN2,SUKUK IJARAH BKLJT I PLN TAHAP II TH 2013 SERI B,101.381873,102.077500,102.981873,99.781873,
IBPA,20180813,IIM02,SIPPLN01CN1,SUKUK IJARAH BKLJT I PLN TAHAP I TAHUN 2013,99.487086,99.487000,100.787086,98.187086,
IBPA,20180813,IIM02,SIPPLN02CCN2,SUKUK IJARAH BKLJT II PLN THP II TAHUN 2017 SERI C,91.455840,91.356700,93.055840,89.855840,
IBPA,20180813,IIM02,SISMRA01CN1,SUKUK IJARAH BKLJT I SUMMARECON AGUNG THP I TH2013,100.928794,100.458300,102.128794,99.728794,
IBPA,20180813,IIM02,SISMRA01CN2,SUKUK IJARAH BKLJT I SUMMARECON AGUNG THPII TH2014,102.618481,103.850000,104.218481,101.018481,
IBPA,20180813,IIM02,SISSMM01,SUKUK IJARAH SUMBERDAYA SEWATAMA I TAHUN 2012,,81.700000,,,
IBPA,20180813,IIM02,SITINS01ACN1,SUKUK IJARAH BKLJT I TIMAH THP I TAHUN 2017 SERI A,97.343323,98.000000,98.943323,95.743323,
IBPA,20180813,IIM02,SMADMF03ACN1,SUK MDRBH BKLJT III ADIRA FINANCE THP I TH 17 SR A,99.769999,100.291100,100.769999,98.769999,
IBPA,20180813,IIM02,SMADMF03ACN2,SUK MDRBH BKLJT III ADIRA FINANCE THP II TH18 SR A,99.254991,99.970500,100.254991,98.254991,
IBPA,20180813,IIM02,SMASDF01ACN1,SUK MDRBH BKLJ I ASTRA SEDAYA FIN. THP I TH18 SR A,100.127402,100.529200,101.127402,99.127402,
IBPA,20180813,IIM02,SMBEXI01ACN1,SUK MDRB BKLJ INDONESIA EXIMBANK I THP I TH18 SR A,98.972725,99.515700,99.972725,97.972725,
IBPA,20180813,IIM02,SMBEXI01BCN1,SUK MDRB BKLJ INDONESIA EXIMBANK I THP I TH18 SR B,96.962968,97.652200,98.262968,95.662968,
IBPA,20180813,IIM02,SMBNII01CN2,SUK MDRBH BKLJ I BANK MAYBANK INDONESIA THPII TH16,101.226356,101.808100,102.226356,100.226356,
IBPA,20180813,IIM02,SMBR01XXMF,MTN I SEMEN BATURAJA TAHUN 2018,,95.426000,,,
IBPA,20180813,IIM02,SMBRIS01SB,SUK MDRBH SUBORDINASI I BANK BRISYARIAH TAHUN 2016,93.883091,95.220000,95.883091,91.883091,
IBPA,20180813,IIM02,SMBSBR02,SUKUK MUDHARABAH II BANK NAGARI TAHUN 2015,101.637366,102.290000,103.237366,100.037366,
IBPA,20180813,IIM02,SMFP03BCN5,OBLIGASI BKLJT III SMF TAHAP V TAHUN 2016 SERI B,100.907552,100.907500,101.907552,99.907552,
IBPA,20180813,IIM02,SMFP03BCN7,OBLIGASI BKLJT III SMF TAHAP VII TAHUN 2017 SERI B,101.802159,101.500000,103.102159,100.502159,
IBPA,20180813,IIM02,SMFP03CN6,OBLIGASI BKLJT III SMF TAHAP VI TAHUN 2016,100.991584,100.991500,102.591584,99.391584,
IBPA,20180813,IIM02,SMFP04ACN3,OBLIGASI BKLJT IV SMF TAHAP III TAHUN 2018 SERI A,99.568449,99.586400,100.568449,98.568449,
IBPA,20180813,IIM02,SMFP04BCN1,OBLIGASI BKLJT IV SMF TAHAP I TAHUN 2017 SERI B,99.199852,99.199800,100.499852,97.899852,
IBPA,20180813,IIM02,SMGR01CN1,OBLIGASI BKLJT I SEMEN INDONESIA THP I TAHUN 2017,101.006666,101.548300,102.606666,99.406666,
IBPA,20180813,IIM02,SMII01ACN2,OBL BKLJT I SARANA MULTI INFRA. THP II TH2017 SR A,99.849771,99.786300,100.849771,98.849771,
IBPA,20180813,IIM02,SMRA01CN1,OBL BKLJT I SUMMARECON AGUNG TAHAP I TAHUN 2013,100.928794,101.429800,102.128794,99.728794,
IBPA,20180813,IIM02,SMRA01CN2,OBL BKLJT I SUMMARECON AGUNG TAHAP II TAHUN 2014,102.188523,103.200900,103.788523,100.588523,
IBPA,20180813,IIM02,SMRA02CN2,OBL BKLJT II SUMMARECON AGUNG TAHAP II TAHUN 2017,97.642238,97.763000,99.242238,96.042238,
IBPA,20180813,IIM02,SMSMII01ACN1,SUKUK MUDHARABAH BKLJT I SMI THP I TH18 SR A,99.383060,99.400000,100.683060,98.083060,
IBPA,20180813,IIM02,SPNP05X2MF,MTN V SNP TAHAP II,,11.000000,,,
IBPA,20180813,IIM02,SPNS04102018,SURAT PERBENDAHARAAN NEGARA SERI SPNS04102018,99.310762,99.310800,99.510762,99.110762,
IBPA,20180813,IIM02,SSIA01ACN1,OBL BKLJ I SURYA SEMESTA INTERNUSA THP I TH16 SR A,100.509738,100.507200,102.109738,98.909738,
IBPA,20180813,IIM02,SSIA01BCN1,OBL BKLJ I SURYA SEMESTA INTERNUSA THP I TH16 SR B,99.809156,100.765700,101.809156,97.809156,
IBPA,20180813,IIM02,SSMM01B,OBLIGASI SUMBERDAYA SEWATAMA I TAHUN 2012 SERI B,,81.700000,,,
IBPA,20180813,IIM02,SWMEDP01A,SUK WAKALAH MEDCO POWER INDONESIA I TH 2018 SERI A,100.790169,101.220000,102.390169,99.190169,
IBPA,20180813,IIM02,SWMEDP01B,SUK WAKALAH MEDCO POWER INDONESIA I TH 2018 SERI B,99.993074,101.300000,101.993074,97.993074,
IBPA,20180813,IIM02,TAFS02BCN2,OBL BKLJT II TAFS TAHAP II TAHUN 2017 SERI B,100.659585,101.250000,101.959585,99.359585,
IBPA,20180813,IIM02,TAXI01,OBLIGASI I EXPRESS TRANSINDO UTAMA TAHUN 2014,,70.700000,,,
IBPA,20180813,IIM02,TBIG02CN2,OBL BKLJT II TOWER BERSAMA INFRA. TAHAP II TH 2017,99.981441,99.841200,101.281441,98.681441,
IBPA,20180813,IIM02,TBLA01CN1,OBL BKLJT I TUNAS BARU LAMPUNG TAHAP I TAHUN 2018,95.623218,97.260200,97.623218,93.623218,
IBPA,20180813,IIM02,TELE01BCN3,OBLIGASI BKLJT I TIPHONE THP III TAHUN 2017 SERI B,,99.941300,,,
IBPA,20180813,IIM02,TINS01BCN1,OBLIGASI BKLJT I TIMAH TAHAP I TAHUN 2017 SERI B,93.788164,94.771000,95.788164,91.788164,
IBPA,20180813,IIM02,TLKM01ACN1,OBL BKLJT I TELKOM TAHAP I TAHUN 2015 SERI A,102.903433,102.903400,104.503433,101.303433,
IBPA,20180813,IIM02,TLKM01BCN1,OBL BKLJT I TELKOM TAHAP I TAHUN 2015 SERI B,104.109431,104.653200,105.709431,102.509431,
IBPA,20180813,IIM02,TLKM01DCN1,OBL BKLJT I TELKOM TAHAP I TAHUN 2015 SERI D,107.605584,109.018800,109.205584,106.005584,
IBPA,20180813,IIM02,TPIA01A,OBL CHANDRA ASRI PETROCHEMICAL I TAHUN 2016 SERI A,103.237641,103.453300,104.537641,101.937641,
IBPA,20180813,IIM02,TPIA01ACN1,OBL BKL I CHANDRA ASRI PETROCHEM. THP I TH17 SR A,98.383437,98.520000,99.683437,97.083437,
IBPA,20180813,IIM02,TPIA01ACN2,OBL BKL I CHANDRA ASRI PETROCHEM. THP II TH18 SR A,95.965189,96.148700,97.265189,94.665189,
IBPA,20180813,IIM02,TPIA01BCN1,OBL BKL I CHANDRA ASRI PETROCHEM. THP I TH17 SR B,96.718969,97.500000,98.318969,95.118969,
IBPA,20180813,IIM02,TPIA01CCN1,OBL BKL I CHANDRA ASRI PETROCHEM. THP I TH17 SR C,97.838443,98.706000,99.438443,96.238443,
IBPA,20180813,IIM02,TPIA01CCN2,OBL BKL I CHANDRA ASRI PETROCHEM. THP II TH18 SR C,94.175018,95.033000,95.775018,92.575018,
IBPA,20180813,IIM02,TRAC01CCN1,OBL BKLJT I SERASI AUTORAYA THP I TH 2018 SERI C,93.540552,94.335900,95.140552,91.940552,
IBPA,20180813,IIM02,TRIM01XXMF,MTN I TRIMEGAH SEKURITAS INDONESIA TAHUN 2018,,96.775300,,,
IBPA,20180813,IIM02,TUFI02ACN2,OBL BKLJ II MANDIRI TUNAS FINANCE THP II TH16 SR A,101.629353,102.050700,102.629353,100.629353,
IBPA,20180813,IIM02,USD-INKP05XXMF,MTN INDAH KIAT PULP & PAPER V TAHUN 2018,,100.000000,,,
