SENDER,PRICE DATE,PROFIL MI,CODE BASE SEC,SEC DSC,IBPA PRICE,MI PRICE,UPPER PRICE,LOWER PRICE,REASON
IBPA,20180813,BZ002,BNLI02SBCN2,OBL SUBORDINASI BKLJ II BANK PERMATA THP II TH2014,106.723974,106.724000,108.323974,105.123974,
IBPA,20180813,BZ002,BPFI02CN1,OBL BKLJT II BATAVIA PROSPERINDO FIN THP I TH 2018,97.521988,97.522000,99.521988,95.521988,
IBPA,20180813,BZ002,BSDE01CCN1,OBL BKLJT I BUMI SERPONG DAMAI THP I TH2012 SERI C,101.692748,101.692700,102.692748,100.692748,
IBPA,20180813,BZ002,BSDE02ACN1,OBL BKLJT II BUMI SERPONG DAMAI THP I TH 2016 SR A,98.912061,98.912100,100.212061,97.612061,
IBPA,20180813,BZ002,BSDE02BCN1,OBL BKLJT II BUMI SERPONG DAMAI THP I TH 2016 SR B,96.970869,96.970900,98.570869,95.370869,
IBPA,20180813,BZ002,BSLT05,OBLIGASI V BANK SULUT TAHUN 2014,102.764392,102.764400,104.364392,101.164392,
IBPA,20180813,BZ002,BTPN03ACN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI A,100.006379,100.006400,101.006379,99.006379,
IBPA,20180813,BZ002,BTPN03BCN1,OBL BKLJT III BANK BTPN TAHAP I TAHUN 2016 SERI B,100.451727,100.451700,101.451727,99.451727,
IBPA,20180813,BZ002,BTPN03BCN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI B,98.121606,98.121600,99.421606,96.821606,
IBPA,20180813,BZ002,BVIC03SB,OBLIGASI SUBORDINASI BANK VICTORIA III TAHUN 2013,99.500000,99.500000,101.500000,97.500000,
IBPA,20180813,BZ002,DIPP01,EBA DNRK INDONESIA POWER PLN 1-PIUTANG USAHA KLS A,97.930983,97.931000,99.530983,96.330983,
IBPA,20180813,BZ002,FAST02,OBLIGASI FAST FOOD INDONESIA II TAHUN 2016,97.387333,97.387300,98.987333,95.787333,
IBPA,20180813,BZ002,FIFA02BCN2,OBL BERKELANJUTAN II FIF THP II TAHUN 2015 SERI B,100.219545,100.219500,101.219545,99.219545,
IBPA,20180813,BZ002,FIFA02BCN3,OBL BERKELANJUTAN II FIF THP III TAHUN 2016 SERI B,101.605781,101.605800,102.605781,100.605781,
IBPA,20180813,BZ002,FIFA02BCN4,OBL BERKELANJUTAN II FIF THP IV TAHUN 2016 SERI B,100.966013,100.966000,102.266013,99.666013,
IBPA,20180813,BZ002,FIFA03ACN2,OBL BERKELANJUTAN III FIF THP II TAHUN 2017 SERI A,99.992429,99.992400,100.992429,98.992429,
IBPA,20180813,BZ002,FIFA03ACN3,OBL BERKELANJUTAN III FIF THP III TAHUN 2018 SR A,100.083482,100.083500,101.083482,99.083482,
IBPA,20180813,BZ002,FIFA03BCN1,OBL BERKELANJUTAN III FIF THP I TAHUN 2017 SERI B,102.213279,102.213300,103.513279,100.913279,
IBPA,20180813,BZ002,FIFA03BCN2,OBL BERKELANJUTAN III FIF THP II TAHUN 2017 SERI B,98.155520,98.155500,99.455520,96.855520,
IBPA,20180813,BZ002,FIFA03BCN3,OBL BERKELANJUTAN III FIF THP III TAHUN 2018 SR B,97.113533,97.113500,98.413533,95.813533,
IBPA,20180813,BZ002,FR0031,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0031,108.293963,108.294000,108.518963,108.068963,
IBPA,20180813,BZ002,FR0034,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0034,114.121788,114.121800,114.346788,113.896788,
IBPA,20180813,BZ002,FR0035,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0035,117.772955,117.773000,118.032955,117.512955,
IBPA,20180813,BZ002,FR0036,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0036,105.562909,105.562900,105.787909,105.337909,
IBPA,20180813,BZ002,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037,124.305568,124.305600,124.605568,124.005568,
IBPA,20180813,BZ002,FR0038,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0038,100.036621,100.036600,100.236621,99.836621,
IBPA,20180813,BZ002,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039,116.731396,116.731400,116.991396,116.471396,
IBPA,20180813,BZ002,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040,117.015847,117.015800,117.315847,116.715847,
IBPA,20180813,BZ002,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042,114.702026,114.702000,115.002026,114.402026,
IBPA,20180813,BZ002,FR0043,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0043,109.192502,109.192500,109.452502,108.932502,
IBPA,20180813,BZ002,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044,110.689208,110.689200,110.989208,110.389208,
IBPA,20180813,BZ002,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045,112.969915,112.969900,113.392104,112.547726,
IBPA,20180813,BZ002,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046,107.447609,107.447600,107.707609,107.187609,
IBPA,20180813,BZ002,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047,113.510077,113.510100,113.810077,113.210077,
IBPA,20180813,BZ002,FR0048,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0048,100.355050,100.355100,100.555050,100.155050,
IBPA,20180813,BZ002,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050,120.136252,120.136300,120.558441,119.714063,
IBPA,20180813,BZ002,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052,118.426619,118.426600,118.848807,118.004430,
IBPA,20180813,BZ002,FR0053,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0053,102.632640,102.632600,102.857640,102.407640,
IBPA,20180813,BZ002,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054,110.902243,110.902200,111.324432,110.480054,
IBPA,20180813,BZ002,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056,102.488749,102.488700,102.788749,102.188749,
IBPA,20180813,BZ002,FR0057,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0057,110.358829,110.358800,110.781018,109.936641,
IBPA,20180813,BZ002,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058,100.673243,100.673200,101.095431,100.251054,
IBPA,20180813,BZ002,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059,93.926764,93.926800,94.226764,93.626764,
IBPA,20180813,BZ002,FR0061,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0061,98.693118,98.693100,98.953118,98.433118,
IBPA,20180813,BZ002,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062,78.639003,78.639000,79.061191,78.216814,
IBPA,20180813,BZ002,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063,91.870006,91.870000,92.130006,91.610006,
IBPA,20180813,BZ002,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064,88.050000,88.050000,88.350000,87.750000,
IBPA,20180813,BZ002,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065,86.126167,86.126200,86.548355,85.703978,
IBPA,20180813,BZ002,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067,102.532784,102.532800,102.954973,102.110595,
IBPA,20180813,BZ002,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068,101.446429,101.446400,101.868617,101.024240,
IBPA,20180813,BZ002,FR0069,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0069,100.854700,100.854700,101.054700,100.654700,
IBPA,20180813,BZ002,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070,102.336975,102.337000,102.596975,102.076975,
IBPA,20180813,BZ002,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071,107.601333,107.601300,108.023522,107.179145,
IBPA,20180813,BZ002,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072,99.610320,99.610300,100.032509,99.188131,
IBPA,20180813,BZ002,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073,104.990408,104.990400,105.412597,104.568219,
IBPA,20180813,BZ002,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074,94.440441,94.440400,94.862630,94.018253,
IBPA,20180813,BZ002,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075,93.385252,93.385300,93.807441,92.963063,
IBPA,20180813,BZ002,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076,87.463196,87.463200,87.885384,87.041007,
IBPA,20180813,BZ002,GNSMII01ACN1,GREEN BOND BKLJT I SMI THP I TH18 SR A,99.791468,99.791500,101.091468,98.491468,
IBPA,20180813,BZ002,GNSMII01BCN1,GREEN BOND BKLJT I SMI THP I TH18 SR B,99.446740,99.446700,101.046740,97.846740,
IBPA,20180813,BZ002,IFR0002,SBSN SERI IFR0002,100.035084,100.035100,100.235084,99.835084,
IBPA,20180813,BZ002,IFR0006,SBSN SERI IFR0006,115.997546,115.997500,116.419735,115.575357,
IBPA,20180813,BZ002,IFR0007,SBSN SERI IFR0007,112.062852,112.062900,112.362852,111.762852,
IBPA,20180813,BZ002,IIFF01A,OBL I INDONESIA INFRASTRUCTURE FIN. TH 2016 SERI A,100.608219,100.608200,101.608219,99.608219,
IBPA,20180813,BZ002,IMFI02BCN3,OBL BKLJT II INDOMOBIL FINANCE THP III TH2016 SR B,101.224093,101.224100,102.424093,100.024093,
IBPA,20180813,BZ002,IMFI02CCN1,OBL BKLJT II INDOMOBIL FINANCE THP I TH2015 SERI C,100.994285,100.994300,102.194285,99.794285,
IBPA,20180813,BZ002,IMFI03ACN2,OBL BKLJT III INDOMOBIL FINANCE THP II TH2018 SR A,99.183589,100.000000,100.383589,97.983589,
IBPA,20180813,BZ002,IMFI03BCN2,OBL BKLJT III INDOMOBIL FINANCE THP II TH2018 SR B,94.858162,94.858200,96.458162,93.258162,
IBPA,20180813,BZ002,IMFI03BCN3,OBL BKLJ III INDOMOBIL FINANCE THP III TH2018 SR B,94.893076,96.493000,96.493076,93.293076,
IBPA,20180813,BZ002,IMFI03CCN2,OBL BKLJT III INDOMOBIL FINANCE THP II TH2018 SR C,90.800928,90.800900,92.800928,88.800928,
IBPA,20180813,BZ002,INDF07,OBLIGASI INDOFOOD SUKSES MAKMUR VII TAHUN 2014,102.559999,102.560000,103.559999,101.559999,
IBPA,20180813,BZ002,INDF08,OBLIGASI INDOFOOD SUKSES MAKMUR VIII TAHUN 2017,98.298359,98.298400,99.898359,96.698359,
IBPA,20180813,BZ002,INKA01XXMF,MTN I INKA TAHUN 2017,,100.441100,,,
IBPA,20180813,BZ002,ISAT01BCN4,OBL BKLJT I INDOSAT TAHAP IV TAHUN 2016 SERI B,100.521880,100.521900,101.821880,99.221880,
IBPA,20180813,BZ002,ISAT01DCN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI D,103.756255,103.756300,105.356255,102.156255,
IBPA,20180813,BZ002,ISAT01DCN3,OBL BKLJT I INDOSAT TAHAP III TAHUN 2015 SERI D,109.067607,109.067600,110.667607,107.467607,
IBPA,20180813,BZ002,ISAT01ECN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI E,104.859869,104.859900,106.459869,103.259869,
IBPA,20180813,BZ002,ISAT02ACN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI A,99.865802,99.865800,100.865802,98.865802,
IBPA,20180813,BZ002,ISAT02ACN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI A,100.101760,100.101800,101.101760,99.101760,
IBPA,20180813,BZ002,ISAT02BCN1,OBL BKLJT II INDOSAT TAHAP I TAHUN 2017 SERI B,99.813277,99.813300,101.113277,98.513277,
IBPA,20180813,BZ002,ISAT02BCN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI B,97.912396,97.912400,99.212396,96.612396,
IBPA,20180813,BZ002,ISAT02BCN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI B,96.894478,96.894500,98.194478,95.594478,
IBPA,20180813,BZ002,ISAT02CCN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI C,94.943642,94.943600,96.543642,93.343642,
IBPA,20180813,BZ002,ISAT02CCN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI C,94.180429,94.180400,95.780429,92.580429,
IBPA,20180813,BZ002,ISAT02DCN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI D,93.347405,93.347400,94.947405,91.747405,
IBPA,20180813,BZ002,ISAT02DCN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI D,94.016017,94.016000,95.616017,92.416017,
IBPA,20180813,BZ002,ISAT02ECN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI E,94.199546,94.199500,95.799546,92.599546,
IBPA,20180813,BZ002,ISAT02ECN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI E,94.152438,94.152400,95.752438,92.552438,
IBPA,20180813,BZ002,ISAT08A,OBLIGASI INDOSAT VIII TAHUN 2012 SERI A,101.456456,101.456500,102.456456,100.456456,
IBPA,20180813,BZ002,ISAT08B,OBLIGASI INDOSAT VIII TAHUN 2012 SERI B,99.503828,99.503800,101.103828,97.903828,
IBPA,20180813,BZ002,JMPD14JM10,OBLIGASI JASA MARGA XIV SERI JM-10 TAHUN 2010,100.801829,100.801800,102.101829,99.501829,
IBPA,20180813,BZ002,JPFA02CN2,OBLIGASI BKLJT II JAPFA TAHAP II TAHUN 2017,99.479166,99.479200,101.079166,97.879166,
IBPA,20180813,BZ002,JSMR01CCN1S,OBL BKLJT I JASA MARGA THP I TH 2013 SERI S-SERI C,100.273566,100.273600,101.273566,99.273566,
IBPA,20180813,BZ002,JSMR01CN2T,OBL BKLJT I JASA MARGA THP II TH 2014 SERI T,101.767733,101.767700,103.067733,100.467733,
IBPA,20180813,BZ002,KAEF02X2MF,MTN KIMIA FARMA TAHAP II TAHUN 2018,,97.519600,,,
IBPA,20180813,BZ002,MAYA04SB,OBLIGASI SUBORDINASI BANK MAYAPADA IV TAHUN 2014,100.468507,100.468500,103.135708,97.801307,
IBPA,20180813,BZ002,MEDC02BCN1,OBL BKLJT II MEDCO ENERGI INTL TAHAP I TH 16 SR B,103.759209,103.759200,105.359209,102.159209,
IBPA,20180813,BZ002,MORA01A,OBLIGASI I MORATELINDO TAHUN 2017 SERI A,99.446627,99.446600,101.046627,97.846627,
IBPA,20180813,BZ002,MYOR01CN2,OBLIGASI BKLJT I MAYORA INDAH TAHAP II TAHUN 2017,94.068212,94.068200,95.668212,92.468212,
IBPA,20180813,BZ002,MYOR04,OBLIGASI IV MAYORA INDAH TAHUN 2012,100.968571,100.968600,101.968571,99.968571,
IBPA,20180813,BZ002,NISP02ACN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI A,100.021118,100.000000,101.021118,99.021118,
IBPA,20180813,BZ002,NISP02ACN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI A,99.769999,100.667500,100.769999,98.769999,
IBPA,20180813,BZ002,NISP02BCN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI B,99.695751,99.695800,100.995751,98.395751,
IBPA,20180813,BZ002,NISP02BCN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI B,98.569369,98.569400,99.869369,97.269369,
IBPA,20180813,BZ002,NISP02CCN1,OBL BKLJT II BANK OCBC NISP TAHAP I TH 2016 SERI C,100.679531,100.679500,101.679531,99.679531,
IBPA,20180813,BZ002,NISP02CCN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI C,98.763908,98.763900,100.063908,97.463908,
IBPA,20180813,BZ002,NISP02CCN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI C,97.217831,97.217800,98.517831,95.917831,
IBPA,20180813,BZ002,NISP03ACN1,OBL BKLJT III BANK OCBC NISP THP I TH 2018 SERI A,100.099809,100.099800,101.099809,99.099809,
IBPA,20180813,BZ002,NISP03BCN1,OBL BKLJT III BANK OCBC NISP THP I TH 2018 SERI B,100.430745,100.430700,101.730745,99.130745,
IBPA,20180813,BZ002,NISP03CCN1,OBL BKLJT III BANK OCBC NISP THP I TH 2018 SERI C,100.494230,100.494200,101.794230,99.194230,
IBPA,20180813,BZ002,ORI012,OBLIGASI NEGARA REPUBLIK INDONESIA SERI ORI012,100.419535,100.419500,100.619535,100.219535,
IBPA,20180813,BZ002,ORI013,OBLIGASI NEGARA REPUBLIK INDONESIA SERI ORI013,99.680878,99.680900,99.905878,99.455878,
IBPA,20180813,BZ002,ORI014,OBLIGASI NEGARA REPUBLIK INDONESIA SERI ORI014,98.908154,98.908200,99.133154,98.683154,
IBPA,20180813,BZ002,OTMA01B,OBLIGASI I OTO MULTIARTHA TAHUN 2017 SERI B,100.001339,100.001300,101.301339,98.701339,
IBPA,20180813,BZ002,OTMA01C,OBLIGASI I OTO MULTIARTHA TAHUN 2017 SERI C,98.589935,98.589900,100.189935,96.989935,
IBPA,20180813,BZ002,OTMA02B,OBLIGASI II OTO MULTIARTHA TAHUN 2018 SERI B,99.967640,99.967600,101.267640,98.667640,
IBPA,20180813,BZ002,PANR02AXMF,MTN II PANORAMA SENTRAWISATA TAHUN 2018 SERI A,,100.801900,,,
IBPA,20180813,BZ002,PBS002,SBSN SERI PBS002,93.783888,93.783900,94.043888,93.523888,
IBPA,20180813,BZ002,PBS003,SBSN SERI PBS003,86.572215,86.572200,86.872215,86.272215,
IBPA,20180813,BZ002,PBS004,SBSN SERI PBS004,76.581326,76.581300,77.003515,76.159137,
IBPA,20180813,BZ002,PBS005,SBSN SERI PBS005,79.654934,79.654900,80.077122,79.232745,
IBPA,20180813,BZ002,PBS006,SBSN SERI PBS006,102.430148,102.430100,102.655148,102.205148,
IBPA,20180813,BZ002,PBS007,SBSN SERI PBS007,105.436145,105.436100,105.858334,105.013956,
IBPA,20180813,BZ002,PBS011,SBSN Seri PBS011,103.828569,103.828600,104.088569,103.568569,
IBPA,20180813,BZ002,PBS012,SBSN Seri PBS012,102.789188,102.789200,103.211377,102.367000,
IBPA,20180813,BZ002,PBS014,SBSN Seri PBS014,97.790500,97.790500,98.015500,97.565500,
IBPA,20180813,BZ002,PBS016,SBSN Seri PBS016,98.336987,98.337000,98.561987,98.111987,
IBPA,20180813,BZ002,PBS017,SBSN Seri PBS017,89.481472,89.481500,89.781472,89.181472,
IBPA,20180813,BZ002,PIHC01ACN1,OBL BKLJT I PUPUK INDONESIA THP I TH 2017 SERI A,99.360890,99.360900,100.660890,98.060890,
IBPA,20180813,BZ002,PIHC01ACN2,OBL BKLJT I PUPUK INDONESIA THP II TH 2017 SERI A,97.967353,97.967400,99.267353,96.667353,
IBPA,20180813,BZ002,PIHC01B,OBLIGASI I PUPUK INDONESIA TAHUN 2014 SERI B,102.141004,102.141000,103.141004,101.141004,
IBPA,20180813,BZ002,PIHC01BCN1,OBL BKLJT I PUPUK INDONESIA THP I TH 2017 SERI B,96.679257,96.679300,98.279257,95.079257,
IBPA,20180813,BZ002,PIHC01BCN2,OBL BKLJT I PUPUK INDONESIA THP II TH 2017 SERI B,95.814770,95.814800,97.414770,94.214770,
IBPA,20180813,BZ002,PIKI01C,OBLIGASI I PELINDO IV TAHUN 2018 SERI C,100.081404,100.081400,101.681404,98.481404,
IBPA,20180813,BZ002,PJAA01ACN1,OBL BKLJT I JAYA ANCOL TAHAP I TAHUN 2016 SERI A,99.801544,99.801500,101.101544,98.501544,
IBPA,20180813,BZ002,PJAA01ACN2,OBL BKLJT I JAYA ANCOL TAHAP II TAHUN 2018 SERI A,98.817340,99.817300,99.817340,97.817340,
IBPA,20180813,BZ002,PJAA01BCN1,OBL BKLJT I JAYA ANCOL TAHAP I TAHUN 2016 SERI B,96.342638,96.342600,97.942638,94.742638,
IBPA,20180813,BZ002,PJAA01BCN2,OBL BKLJT I JAYA ANCOL TAHAP II TAHUN 2018 SERI B,95.659800,95.659800,96.959800,94.359800,
IBPA,20180813,BZ002,PNBN01SBCN1,OBL SUB BKLJT I BANK PANIN TAHAP I TAHUN 2012,101.522427,101.522400,102.822427,100.222427,
IBPA,20180813,BZ002,PNBN02CN1,OBLIGASI BKLJT II BANK PANIN TAHAP I TAHUN 2016,100.610139,100.610100,101.910139,99.310139,
IBPA,20180813,BZ002,PNBN02CN3,OBLIGASI BKLJT II BANK PANIN TAHAP III TAHUN 2018,98.041717,98.041700,99.641717,96.441717,
IBPA,20180813,BZ002,PNBN02SBCN2,OBL SUB BKLJT II BANK PANIN TAHAP II TAHUN 2017,97.609766,97.609800,99.609766,95.609766,
IBPA,20180813,BZ002,PNMP01ACN2,OBL BERKELANJUTAN I PNM TAHAP II TAHUN 2016 SERI A,99.742809,99.742800,101.342809,98.142809,
IBPA,20180813,BZ002,PNMP02ACN1,OBL BERKELANJUTAN II PNM TAHAP I TAHUN 2017 SERI A,97.918614,97.918600,99.518614,96.318614,
IBPA,20180813,BZ002,PNMP02ACN2,OBL BERKELANJUTAN II PNM THP II TAHUN 2018 SERI A,100.064608,100.064600,101.664608,98.464608,
IBPA,20180813,BZ002,PNMP02BCN1,OBL BERKELANJUTAN II PNM TAHAP I TAHUN 2017 SERI B,95.572775,95.572800,97.572775,93.572775,
IBPA,20180813,BZ002,PNMP02BCN2,OBL BERKELANJUTAN II PNM THP II TAHUN 2018 SERI B,99.783846,99.783800,101.783846,97.783846,
IBPA,20180813,BZ002,PPGD02CCN3,OBL BKLJT II PEGADAIAN TAHAP III TAHUN 2015 SERI C,102.094988,102.095000,103.394988,100.794988,
IBPA,20180813,BZ002,PPGD02DCN1,OBL BKLJT II PEGADAIAN TAHAP I TAHUN 2013 SERI D,99.928697,99.928700,101.228697,98.628697,
IBPA,20180813,BZ002,PPGD03ACN1,OBLIGASI BKLJT III PEGADAIAN THP I TAHUN 17 SERI A,100.005936,100.005900,101.005936,99.005936,
IBPA,20180813,BZ002,PPGD03CCN1,OBLIGASI BKLJT III PEGADAIAN THP I TAHUN 17 SERI C,95.838056,95.838100,97.438056,94.238056,
IBPA,20180813,BZ002,PPLN01ACN1,OBL BKLJT I PLN TAHAP I TAHUN 2013 SERI A,99.487086,99.487100,100.787086,98.187086,
IBPA,20180813,BZ002,PPLN01ACN2,OBL BKLJT I PLN TAHAP II TAHUN 2013 SERI A,100.714312,100.714300,101.714312,99.714312,
IBPA,20180813,BZ002,PPLN01BCN1,OBL BKLJT I PLN TAHAP I TAHUN 2013 SERI B,96.892244,96.892200,98.492244,95.292244,
IBPA,20180813,BZ002,PPLN01BCN2,OBL BKLJT I PLN TAHAP II TAHUN 2013 SERI B,101.381873,101.381900,102.981873,99.781873,
IBPA,20180813,BZ002,PPLN02ACN1,OBLIGASI BKLJT II PLN TAHAP I TAHUN 2017 SERI A,95.638636,95.638600,97.238636,94.038636,
IBPA,20180813,BZ002,PPLN02ACN2,OBLIGASI BKLJT II PLN TAHAP II TAHUN 2017 SERI A,93.406125,93.406100,95.006125,91.806125,
IBPA,20180813,BZ002,PPLN02ACN3,OBLIGASI BKLJT II PLN TAHAP III TAHUN 2018 SERI A,90.264421,90.264400,91.864421,88.664421,
IBPA,20180813,BZ002,PPLN02BCN2,OBLIGASI BKLJT II PLN TAHAP II TAHUN 2017 SERI B,91.263043,91.263000,92.863043,89.663043,
IBPA,20180813,BZ002,PPLN02BCN3,OBLIGASI BKLJT II PLN TAHAP III TAHUN 2018 SERI B,87.432646,87.432600,89.032646,85.832646,
IBPA,20180813,BZ002,PPLN02CCN2,OBLIGASI BKLJT II PLN TAHAP II TAHUN 2017 SERI C,91.477822,91.477800,93.077822,89.877822,
IBPA,20180813,BZ002,PPLN02CCN3,OBLIGASI BKLJT II PLN TAHAP III TAHUN 2018 SERI C,85.316212,85.316200,86.916212,83.716212,
IBPA,20180813,BZ002,PPLN02DCN2,OBLIGASI BKLJT II PLN TAHAP II TAHUN 2017 SERI D,91.455840,91.455800,93.055840,89.855840,
IBPA,20180813,BZ002,PPLN02DCN3,OBLIGASI BKLJT II PLN TAHAP III TAHUN 2018 SERI D,87.468666,87.468700,89.068666,85.868666,
IBPA,20180813,BZ002,PPLN02ECN3,OBLIGASI BKLJT II PLN TAHAP III TAHUN 2018 SERI E,90.025395,90.025400,91.625395,88.425395,
IBPA,20180813,BZ002,PPLN03ACN1,OBLIGASI BKLJT III PLN TAHAP I TAHUN 2018 SERI A,99.027449,99.027400,100.627449,97.427449,
IBPA,20180813,BZ002,PRTL01ACN1,OBL BKLJT I PROTELINDO TAHAP I TAHUN 2016 SERI A,100.062915,100.062900,101.362915,98.762915,
IBPA,20180813,BZ002,PTHK01BCN3,OBLIGASI BKLJT I HUTAMA KARYA TAHAP III TH 17 SR B,92.777156,92.777200,94.377156,91.177156,
IBPA,20180813,BZ002,ROTI01CN2,OBL BERKELANJUTAN I ROTI TAHAP II TAHUN 2015,101.929204,101.929200,103.229204,100.629204,
IBPA,20180813,BZ002,SANF01CN3,OBL BKLJT I SAN FINANCE TAHAP III TAHUN 2015,100.383045,100.383000,101.383045,99.383045,
IBPA,20180813,BZ002,SANF02BCN1,OBL BKLJT II SAN FINANCE TAHAP I TAHUN 2016 SERI B,100.831194,100.831200,101.831194,99.831194,
IBPA,20180813,BZ002,SANF02BCN2,OBL BKLJT II SAN FINANCE THP II TAHUN 2017 SERI B,100.424170,100.424200,101.724170,99.124170,
IBPA,20180813,BZ002,SDRA01SB,OBLIGASI SUBORDINASI BANK SAUDARA I TAHUN 2012,105.235194,105.235200,106.535194,103.935194,
IBPA,20180813,BZ002,SIAPAI01C,SUKUK IJARAH I ANGKASA PURA I TAHUN 2016 SERI C,94.376208,94.376200,95.976208,92.776208,
IBPA,20180813,BZ002,SIEXCL01CCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI C,104.079997,104.080000,105.379997,102.779997,
IBPA,20180813,BZ002,SIEXCL01CCN2,SUKUK IJARAH BKLJT I XL AXIATA THP II TH2017 SR C,99.249336,99.249300,100.849336,97.649336,
IBPA,20180813,BZ002,SIEXCL01DCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI D,106.652149,106.652100,108.252149,105.052149,
IBPA,20180813,BZ002,SIISAT01BCN1,SUKUK IJARAH BKLJT I INDOSAT THP I TH 2014 SERI B,103.010030,103.010000,104.310030,101.710030,
IBPA,20180813,BZ002,SIISAT02BCN1,SUKUK IJARAH BKLJT II INDOSAT THP I TH 2017 SERI B,98.481645,98.481600,100.081645,96.881645,
IBPA,20180813,BZ002,SIPPLN02ACN3,SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI A,90.264421,90.264400,91.864421,88.664421,
IBPA,20180813,BZ002,SIPPLN02BCN3,SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI B,85.316212,85.316200,86.916212,83.716212,
IBPA,20180813,BZ002,SIPPLN02CCN3,SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI C,87.468666,87.468700,89.068666,85.868666,
IBPA,20180813,BZ002,SIPPLN02DCN3,SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI D,90.025395,90.025400,91.625395,88.425395,
IBPA,20180813,BZ002,SISMRA01CN1,SUKUK IJARAH BKLJT I SUMMARECON AGUNG THP I TH2013,100.928794,100.928800,102.128794,99.728794,
